CZL,220802,.021,.023,.021,.021,3231346
CZLOB,220802,.005,.006,.005,.005,1850000
CZN,220802,.019,.019,.019,.019,2632
CZR,220802,.017,.017,.016,.016,1213603
D2O,220802,1.725,1.725,1.705,1.705,15063
DBBF,220802,23.36,23.36,23.26,23.28,247
DBF,220802,1.92,1.92,1.9,1.9,2245
DBI,220802,2.08,2.1,2.07,2.09,452938
DBO,220802,.052,.052,.052,.052,116288
DC2,220802,.069,.069,.069,.069,10
DCC,220802,.045,.047,.044,.044,2977411
DCG,220802,.145,.17,.145,.165,389907
DCN,220802,.11,.125,.11,.115,4502207
DCX,220802,.005,.005,.005,.005,1219604
DDB,220802,.31,.31,.3,.3,22172
DDD,220802,.002,.002,.002,.002,3550000
DDH,220802,.81,.82,.795,.82,1082234
DDR,220802,11.2,11.2,10.905,11.16,272125
DDT,220802,.006,.006,.006,.006,350748
DEG,220802,.92,.95,.905,.94,4275634
DEL,220802,.125,.125,.115,.12,72042
DEM,220802,.17,.175,.145,.15,373461
DEV,220802,.28,.29,.28,.285,334693
DEX,220802,.077,.077,.077,.077,2597
DGGF,220802,24,24.11,23.75,23.75,6118
DGL,220802,2.54,2.54,2.43,2.44,128059
DGR,220802,.05,.05,.049,.049,87995
DHG,220802,3.53,3.55,3.44,3.55,660427
DHGKCC,220802,1.49,1.49,1.49,1.49,5000
DHHF,220802,27.29,27.29,26.8,26.97,15859
DJRE,220802,21.2,21.2,20.87,21.06,15989
DJW,220802,2.93,2.95,2.92,2.93,139212
DJXKCX,220802,36,36,36,36,1500
DKM,220802,.29,.29,.29,.29,7706
DLM,220802,.053,.055,.051,.051,277507
DM1,220802,.24,.25,.24,.25,91110
DME,220802,.26,.26,.26,.26,1000
DMM,220802,.1,.1,.1,.1,49999
DMMO,220802,.017,.017,.017,.017,37500
DMP,220802,72.2,74.15,71.85,73.88,232032
DNA,220802,.04,.04,.039,.04,207500
DNK,220802,.255,.265,.245,.26,170022
DOC,220802,.22,.22,.2,.205,166059
DOU,220802,.033,.034,.032,.034,839898
DOW,220802,5.51,5.52,5.43,5.48,1510236
DRE,220802,.067,.068,.065,.068,10496518
DRIV,220802,9.06,9.06,8.97,9.06,10382
DRM,220802,.225,.23,.225,.23,8128
DRO,220802,.185,.195,.185,.19,618839
DRR,220802,4.45,4.48,4.38,4.46,691484
DRUG,220802,7.72,7.72,7.63,7.63,27778
DRX,220802,.036,.04,.036,.039,17108332
DSE,220802,.2,.2,.185,.185,164365
DSK,220802,2.18,2.19,2.13,2.15,50987
DTC,220802,.25,.255,.24,.245,146529
DTL,220802,6.04,6.15,5.93,6.13,208230
DTM,220802,.075,.075,.074,.075,38196
DTR,220802,.096,.096,.096,.096,20000
DTZ,220802,.28,.3,.27,.27,71613
DUB,220802,.64,.655,.62,.64,1566709
DUG,220802,.43,.43,.4,.4,122725
DUI,220802,4.86,4.92,4.86,4.92,16994
DUN,220802,.14,.14,.125,.14,242642
DUNO,220802,.03,.03,.03,.03,125000
DVDY,220802,21.94,21.95,21.94,21.95,17505
DVL,220802,.013,.013,.012,.012,337651
DVP,220802,2.39,2.44,2.28,2.39,175740
DVR,220802,.95,.97,.95,.95,18390
DW8,220802,.016,.016,.014,.015,10257287
DXB,220802,.17,.17,.16,.16,133866
DXC,220802,3.13,3.13,3,3.07,1540080
DXI,220802,2.91,2.92,2.87,2.9,322057
DXN,220802,.006,.006,.004,.005,29912919
DXS,220802,9.6,9.62,9.29,9.35,2611358
DYL,220802,.76,.76,.725,.735,726840
DZZF,220802,24.47,24.47,24.1,24.12,2397
E200,220802,22.51,22.51,22.51,22.51,800
E25,220802,.54,.54,.515,.52,324058
E2M,220802,.15,.15,.145,.15,26524
E33,220802,.046,.046,.043,.043,393405
E79,220802,.13,.13,.13,.13,10000
EAI,220802,.8,.8,.8,.8,102475
EBG,220802,1.065,1.065,1.065,1.065,14649
EBND,220802,9.27,9.31,9.25,9.25,6432
EBO,220802,35.09,35.75,34.71,35.3,24868
EBR,220802,.672,.672,.65,.65,14433
EBTC,220802,3.29,3.29,3.25,3.25,3902
ECF,220802,.985,.99,.97,.98,237786
ECL,220802,2,2,2,2,1000
ECP,220802,1.09,1.09,1.09,1.09,600
ECS,220802,.025,.025,.025,.025,1092427
ECT,220802,.019,.023,.018,.022,23035313
ECTOE,220802,.003,.004,.003,.004,3642853
ECX,220802,2.7,2.7,2.62,2.64,813133
EDC,220802,.96,.96,.95,.95,6000
EDE,220802,.009,.01,.009,.009,628036
EDU,220802,.135,.14,.135,.14,240000
EDV,220802,7.99,8.12,7.98,8.11,2708044
EDVKCD,220802,2.38,2.38,2.38,2.38,1262
EEG,220802,.24,.24,.23,.235,304501
EETH,220802,2.3,2.33,2.23,2.28,9477
EEU,220802,13.76,13.76,13.76,13.76,1000
EFE,220802,.024,.025,.024,.025,1583128
EFEOA,220802,.012,.012,.011,.011,562393
EGG,220802,3.09,3.09,2.94,2.96,85324
EGH,220802,.58,.58,.58,.58,10406
EGL,220802,.2,.21,.2,.205,119045
EGR,220802,.285,.285,.28,.285,418436
EGY,220802,.065,.065,.065,.065,10000
EHE,220802,1.965,2.02,1.965,2,119505
EHL,220802,.75,.755,.74,.75,185285
EIGA,220802,3.58,3.58,3.56,3.56,2875
EINC,220802,8.36,8.36,8.34,8.34,9574
EL8,220802,.445,.45,.43,.445,264398
ELD,220802,11.71,11.78,11.49,11.61,609285
ELE,220802,.033,.034,.031,.032,1247529
ELO,220802,2.85,2.92,2.79,2.85,142950
ELS,220802,.365,.365,.33,.35,98090
ELT,220802,.405,.41,.4,.4,135094
EM1,220802,.014,.014,.014,.014,1145949
EM2,220802,.235,.245,.225,.225,369975
EMB,220802,10.2,10.2,10.2,10.2,140
EMD,220802,.22,.22,.21,.22,54651
EMH,220802,.675,.695,.675,.695,148817
EMKT,220802,18.73,18.73,18.57,18.66,1487
EML,220802,1.025,1.055,.985,1.005,3570523
EMLKOC,220802,.41,.41,.41,.41,20000
EMMG,220802,5.29,5.29,5.25,5.29,48592
EMN,220802,.31,.315,.3,.305,165564
EMP,220802,.029,.03,.027,.028,1435286
EMR,220802,1.095,1.15,1.07,1.15,238415
EMS,220802,.16,.165,.14,.14,135359
EMT,220802,.012,.013,.012,.012,335954
EMU,220802,.012,.012,.012,.012,150000
EMV,220802,1.615,1.615,1.52,1.54,11739
ENN,220802,1.63,1.675,1.63,1.65,55152
ENR,220802,.145,.145,.145,.145,36000
ENT,220802,.013,.013,.012,.012,28408
EOF,220802,.315,.315,.295,.295,35000
EOL,220802,5.26,5.35,5.25,5.26,12954
EOS,220802,.93,.93,.865,.9,299437
EP1,220802,.5,.505,.48,.485,145458
EPN,220802,.038,.038,.035,.035,301789
EPX,220802,.065,.065,.065,.065,2500
EPY,220802,.5,.5,.495,.5,201340
EQN,220802,.145,.145,.145,.145,50000
EQR,220802,.05,.05,.048,.048,555588
EQS,220802,.079,.079,.078,.078,40000
EQT,220802,25.71,26.78,25.71,26.78,1816
EQX,220802,.18,.18,.175,.18,33881
ERA,220802,.25,.25,.25,.25,20530
ERD,220802,1.91,1.91,1.85,1.9,5049
ERF,220802,1.13,1.13,1.12,1.12,663705
ERG,220802,.019,.019,.019,.019,133130
ERL,220802,.007,.007,.007,.007,587936
ERM,220802,.1,.1,.093,.097,327772
ERTH,220802,10.9,10.9,10.8,10.9,30868
ERW,220802,.19,.19,.19,.19,9474
ESGI,220802,26.57,26.71,26.47,26.71,13949
ESK,220802,.375,.41,.375,.41,81330
ESPO,220802,8.91,8.91,8.79,8.88,18403
ESR,220802,.016,.017,.015,.017,3048317
ESS,220802,.47,.47,.435,.45,838314
ESTX,220802,62.16,62.51,62,62.51,1273
ETHI,220802,11.02,11.04,10.93,11.04,466129
ETPMAG,220802,27.01,27.22,27,27.22,37300
ETPMPD,220802,293.61,293.61,293.61,293.61,1
ETPMPM,220802,199,199.66,199,199.66,112
ETPMPT,220802,122.76,122.76,122.76,122.76,48
EUR,220802,.078,.078,.075,.078,1904338
EUROA,220802,.031,.032,.028,.031,309546
EV1,220802,.395,.395,.395,.395,1377
EVN,220802,2.65,2.69,2.62,2.68,14479380
EVNJOD,220802,1.065,1.085,1.065,1.085,25900
EVNKCA,220802,.975,.975,.975,.975,2000
EVO,220802,.56,.56,.535,.555,64181
EVR,220802,.027,.028,.026,.028,1025713
EVS,220802,.17,.17,.165,.165,275002
EVT,220802,14.1,14.27,13.93,14.26,73866
EVZ,220802,.19,.19,.19,.19,12000
EWC,220802,.057,.057,.054,.054,523231
EX1,220802,.165,.165,.16,.16,68013
EX20,220802,19.02,19.1,18.97,19.08,16507
EXL,220802,.041,.042,.04,.04,93549
EXP,220802,.23,.26,.23,.26,51858
EXR,220802,.16,.16,.155,.155,74813
EYE,220802,.2,.2,.2,.2,30000
EZL,220802,1.655,1.655,1.635,1.645,2561
EZZ,220802,.32,.325,.32,.325,13595
F100,220802,9.73,9.81,9.72,9.81,45775
FAIR,220802,17.76,17.79,17.65,17.77,176637
FAL,220802,.222,.225,.22,.22,123010
FANG,220802,12.72,12.77,12.61,12.77,44196
FAR,220802,.835,.835,.82,.83,47549
FATP,220802,1.14,1.14,1.14,1.14,8772
FAU,220802,.008,.008,.008,.008,1050000
FBR,220802,.036,.036,.034,.035,1201753
FBU,220802,4.63,4.68,4.59,4.63,687618
FCL,220802,1.9,1.92,1.725,1.87,229142
FCT,220802,.052,.053,.052,.052,14284
FDEM,220802,23,23,23,23,1
FDR,220802,.085,.085,.083,.083,96258
FDV,220802,.92,.92,.875,.9,223596
FEG,220802,.385,.385,.385,.385,9877
FEMX,220802,5.58,5.6,5.54,5.6,12991
FEX,220802,.29,.29,.28,.285,1066970
FFG,220802,.03,.031,.029,.03,1146731
FFI,220802,5,5,5,5,193
FFT,220802,.038,.038,.035,.035,99666
FG1,220802,.1,.1,.098,.098,43746
FGG,220802,1.2,1.215,1.18,1.195,264654
FGL,220802,.018,.018,.018,.018,1667
FGR,220802,.145,.145,.13,.135,909579
FGX,220802,1.195,1.2,1.19,1.19,119227
FGXO,220802,.001,.001,.001,.001,67329
FHE,220802,.25,.265,.25,.25,354350
FHS,220802,.017,.017,.016,.016,332185
FID,220802,7.39,7.39,7.35,7.35,630
FIJ,220802,.029,.03,.029,.03,50083
FLC,220802,.215,.225,.215,.225,381449
FLN,220802,.34,.34,.33,.33,75200
FLOT,220802,24.7,24.72,24.7,24.7,10652
FLT,220802,17.12,17.22,16.82,17.16,983004
FLTKCD,220802,4.28,4.28,4.25,4.25,2000
FME,220802,.142,.145,.14,.14,4238
FMG,220802,17.9,17.98,17.47,17.9,9001051
FMGJCD,220802,4.79,4.96,4.79,4.91,169600
FMGJOA,220802,6.58,6.93,6.58,6.91,26500
FMGKCA,220802,2.64,2.72,2.64,2.72,6600
FMGKCB,220802,3.5,3.74,3.4,3.74,28500
FMGKCD,220802,4.3,4.3,4.13,4.26,21500
FMGKCW,220802,4.7,4.76,4.7,4.76,4254
FMGKOB,220802,2.35,2.35,2.35,2.35,1470
FMGKOC,220802,5.86,5.88,5.78,5.88,20000
FMGKOG,220802,4.38,4.38,4.38,4.38,3400
FMGKOQ,220802,6.48,6.57,6.48,6.57,5000
FMGSO3,220802,9.65,9.65,9.65,9.65,103
FMGSOD,220802,9.64,9.64,9.64,9.64,500
FML,220802,.14,.14,.14,.14,81000
FOD,220802,.025,.025,.024,.024,920260
FOOD,220802,7.38,7.38,7.31,7.33,33361
FOR,220802,1.35,1.35,1.335,1.34,61510
FPH,220802,19.6,19.67,19.18,19.24,536161
FPP,220802,.875,.875,.875,.875,83
FRB,220802,.2,.202,.2,.2,25534
FRE,220802,.32,.32,.32,.32,11376
FRS,220802,.16,.16,.16,.16,2213
FRX,220802,.04,.043,.039,.041,464492
FSG,220802,.12,.12,.12,.12,9809
FTEC,220802,6.77,6.83,6.77,6.83,43
FTL,220802,.245,.245,.235,.235,61825
FUEL,220802,5.84,5.84,5.79,5.81,62575
FXG,220802,.145,.145,.115,.115,333652
FXUKCJ,220802,5.46,5.46,5.46,5.46,600
FXUKOV,220802,9.7,9.7,9.7,9.7,250
FXUKOZ,220802,7.92,7.92,7.92,7.92,2000
FXUMOE,220802,8.65,8.65,8.65,8.65,448
FXYKOD,220802,7.89,7.89,7.89,7.89,235
FXYKOU,220802,18.4,18.4,18.4,18.4,267
FYI,220802,.18,.185,.175,.175,91057
FZO,220802,.33,.355,.33,.35,1324948
G1A,220802,.14,.145,.135,.135,884569
G50,220802,.15,.15,.15,.15,34075
G6M,220802,.205,.23,.205,.225,1366885
G88,220802,.027,.027,.023,.027,1171965
GAL,220802,1.13,1.2,1.09,1.125,1792186
GAME,220802,9.46,9.5,9.46,9.5,148
GAP,220802,.285,.285,.275,.275,315076
GAS,220802,.29,.29,.27,.28,77272
GBE,220802,.087,.087,.079,.079,10800
GBND,220802,22.21,22.22,22.21,22.22,317
GBR,220802,.094,.094,.091,.092,133919
GBZ,220802,.065,.065,.064,.065,279029
GC1,220802,.655,.655,.655,.655,55
GCAP,220802,9.04,9.04,9.04,9.04,8026
GCI,220802,1.995,2.01,1.99,2.01,228516
GCX,220802,.05,.05,.05,.05,51500
GCY,220802,.25,.25,.24,.245,432028
GDA,220802,.78,.78,.75,.775,10975
GDC,220802,1.56,1.565,1.525,1.53,46834
GDG,220802,1.43,1.43,1.43,1.43,1218
GDI,220802,.97,.97,.95,.955,374775
GDX,220802,37.6,37.75,37.24,37.57,63358
GEAR,220802,22.53,22.84,22.35,22.71,248375
GED,220802,.012,.012,.011,.012,1153102
GEDOB,220802,.006,.006,.005,.005,1080000
GEM,220802,1.06,1.07,1.03,1.04,1662262
GEMJOB,220802,.265,.265,.265,.265,10000
GEN,220802,.25,.255,.25,.25,164774
GGE,220802,.023,.024,.023,.023,294352
GGEO,220802,.004,.004,.004,.004,757576
GGG,220802,.054,.055,.053,.053,65781
GGOV,220802,18.72,18.76,18.68,18.69,29408
GGUS,220802,25.22,25.22,24.96,25,14268
GGX,220802,.002,.002,.002,.002,6634
GIB,220802,.045,.045,.045,.045,150000
GIVE,220802,3,3,2.98,2.98,22333
GL1,220802,1.485,1.485,1.345,1.4,623647
GLB,220802,4.8,4.8,4.8,4.8,574
GLH,220802,.315,.33,.315,.33,159500
GLL,220802,.29,.29,.28,.28,2085
GLLO,220802,.046,.046,.046,.046,312500
GLN,220802,1.175,1.18,1.125,1.135,694801
GLV,220802,.003,.003,.002,.003,37296952
GMA,220802,2.85,2.89,2.79,2.88,1085384
GMD,220802,1.41,1.47,1.41,1.455,639136
GME,220802,.105,.115,.105,.11,113808
GMG,220802,20.52,20.55,19.98,20.43,3492361
GMGKOQ,220802,6.54,6.54,6.51,6.51,4000
GML,220802,.009,.009,.009,.009,358730
GMN,220802,.006,.006,.006,.006,1178898
GMR,220802,.055,.058,.054,.058,204480
GNC,220802,8.4,8.4,7.88,8.23,2042535
GNE,220802,2.64,2.67,2.56,2.67,98850
GNG,220802,2.21,2.24,2.18,2.195,150324
GNM,220802,.005,.005,.005,.005,5022647
GNP,220802,1.16,1.225,1.16,1.22,21937
GNX,220802,.21,.215,.21,.21,1066469
GO2,220802,.012,.015,.011,.011,890250
GOAT,220802,23.21,23.41,23.21,23.41,601
GOLD,220802,23.45,23.71,23.45,23.69,295477
GOR,220802,1.38,1.427,1.38,1.42,4345866
GOVT,220802,24.58,24.64,24.58,24.64,427
GOW,220802,2.83,2.83,2.83,2.83,700
GOZ,220802,3.82,3.82,3.66,3.71,436006
GPEQ,220802,15.09,15.09,15.05,15.05,73
GPR,220802,.073,.073,.07,.071,783817
GPT,220802,4.53,4.53,4.35,4.36,8218602
GPTJOB,220802,.985,.985,.985,.985,50000
GQG,220802,1.45,1.535,1.45,1.495,372326
GRE,220802,.22,.22,.215,.22,16767
GRL,220802,.09,.09,.09,.09,287200
GRNV,220802,26.11,26.11,25.89,26,1713
GROW,220802,3.56,3.56,3.55,3.55,55604
GRR,220802,1.135,1.165,1.125,1.165,4128964
GRV,220802,.135,.135,.115,.115,655509
GRX,220802,.25,.25,.25,.25,71000
GSBE47,220802,94.971,95.528,94.808,95.09,601
GSBG23,220802,103.9,105,103.9,103.94,12065
GSBG24,220802,101.51,101.51,101.51,101.51,10000
GSBG25,220802,102.519,102.519,102.45,102.45,209
GSBG26,220802,106.241,106.613,106.241,106.403,920
GSBG27,220802,110.14,110.21,110.14,110.21,420
GSBG29,220802,103.451,103.451,103.451,103.451,200
GSBG33,220802,114.38,115.27,114.38,115.26,3223
GSBG37,220802,107.733,107.733,107.733,107.733,200
GSBI28,220802,97.29,97.29,97.29,97.29,504
GSBK39,220802,99.549,100,99.549,100,629
GSBK51,220802,70.856,71.15,70.819,71.15,677
GSBU27,220802,100.21,100.21,100.21,100.21,2519
GSBU29,220802,99.83,99.83,99.83,99.83,49
GSBU31,220802,83.81,83.81,83.81,83.81,15
GSBU33,220802,100,100.782,100,100.782,175
GSBW30,220802,85.54,85.54,85.54,85.54,71
GSIC50,220802,104.846,104.846,104.846,104.846,202
GSIQ25,220802,147.635,147.709,147.635,147.709,93
GSIQ30,220802,148.78,148.78,148.78,148.78,6
GSIU27,220802,114.72,114.86,114.72,114.82,555
GSM,220802,.049,.053,.049,.052,67673
GSN,220802,.038,.038,.035,.035,139416
GSR,220802,.05,.054,.049,.05,6680272
GSS,220802,1.055,1.115,1,1.115,38065
GT1,220802,.62,.625,.6,.61,177942
GTG,220802,.004,.004,.004,.004,257139
GTI,220802,.019,.019,.019,.019,512896
GTK,220802,1.285,1.285,1.245,1.27,30777
GTN,220802,.495,.495,.495,.495,2000
GTR,220802,.017,.017,.016,.016,4603676
GTRO,220802,.007,.007,.007,.007,671371
GUD,220802,8.9,8.91,8.63,8.79,254858
GUL,220802,.064,.064,.064,.064,16991
GVF,220802,1.15,1.15,1.13,1.13,38604
GW1,220802,.235,.235,.22,.22,44027
GWA,220802,2.13,2.13,2.09,2.12,90851
GWR,220802,.095,.099,.095,.099,4552
HACK,220802,8.25,8.3,8.2,8.3,82684
HAL,220802,.48,.48,.45,.45,37787
HAS,220802,4.17,4.17,4.1,4.1,20180
HAV,220802,.255,.255,.255,.255,136824
HBRD,220802,10.03,10.04,10,10.03,232724
HCD,220802,.015,.017,.015,.017,611000
HCH,220802,.715,.72,.675,.72,170583
HCT,220802,.041,.042,.041,.042,150000
HCW,220802,1.69,1.695,1.655,1.695,229630
HDN,220802,1.39,1.395,1.345,1.36,3912155
HE8,220802,.09,.09,.075,.081,985084
HETH,220802,11.34,11.36,11.33,11.33,4008
HEUR,220802,11.25,11.25,11.25,11.25,120
HFR,220802,.995,1,.945,1,182754
HGEN,220802,8.25,8.27,8.17,8.27,2750
HGO,220802,.05,.051,.05,.051,366987
HGV,220802,.063,.064,.063,.063,64138
HHR,220802,.029,.029,.027,.028,1435482
HIL,220802,.097,.097,.095,.095,217475
HIO,220802,.325,.34,.295,.3,6430941
HIQ,220802,.077,.077,.074,.074,41202
HIT,220802,1.99,1.99,1.99,1.99,5015
HJPN,220802,14.11,14.11,13.88,13.91,1124
HLA,220802,1.715,1.715,1.605,1.625,91325
HLF,220802,.052,.054,.052,.054,151216
HLO,220802,1.855,1.87,1.83,1.87,23178
HLS,220802,3.92,3.99,3.9,3.99,2005413
HLTH,220802,10.55,10.6,10.52,10.6,17573
HLX,220802,.007,.007,.007,.007,4000
HM1,220802,2.38,2.39,2.34,2.38,146561
HMC,220802,5.03,5.21,4.9,5.12,528527
HMD,220802,.145,.145,.145,.145,6500
HMG,220802,.14,.14,.14,.14,39007
HMX,220802,.066,.072,.066,.067,494081
HMY,220802,.75,.75,.75,.75,710
HNDQ,220802,28,28,27.82,27.83,27208
HNG,220802,.265,.265,.265,.265,89823
HPG,220802,1.435,1.435,1.372,1.4,94797
HPI,220802,3.4,3.4,3.26,3.29,191981
HPP,220802,.084,.084,.084,.084,27000
HPR,220802,.075,.075,.06,.063,80266
HQLT,220802,22.45,22.45,22.27,22.33,8202
HRL,220802,.16,.165,.16,.16,68765
HRN,220802,.4,.4,.395,.395,2571
HRZ,220802,.07,.075,.069,.075,517218
HSC,220802,.01,.01,.01,.01,200000
HSN,220802,5.7,5.87,5.7,5.85,125317
HT1,220802,1.3,1.3,1.285,1.3,50018
HT8,220802,.027,.027,.027,.027,31637
HTG,220802,.11,.11,.11,.11,342
HUB,220802,24.22,24.75,23.83,24.58,166339
HUBKOR,220802,5.94,5.94,5.87,5.87,500
HUM,220802,.51,.52,.495,.495,750057
HVM,220802,.048,.048,.048,.048,20103
HVN,220802,4.14,4.23,4.135,4.23,1969497
HVST,220802,12.36,12.38,12.29,12.38,24718
HVY,220802,.245,.245,.21,.215,28184
HXG,220802,.016,.016,.016,.016,2152957
HXL,220802,.011,.011,.011,.011,1211878
HYGG,220802,3.32,3.33,3.29,3.33,207506
HZN,220802,.135,.137,.135,.135,290301
HZR,220802,.655,.68,.65,.68,149399
IAA,220802,85.22,85.22,83.37,84.07,12952
IAF,220802,102.5,103.04,102.5,102.92,22563
IAG,220802,4.52,4.62,4.52,4.6,3993385
IAGPD,220802,102.59,102.59,102.25,102.3,3985
IAM,220802,.175,.175,.175,.175,10
IBC,220802,.495,.51,.495,.51,20176
IBG,220802,.027,.029,.027,.027,1776815
IBX,220802,.036,.037,.032,.033,1379842
ICE,220802,.026,.026,.026,.026,10
ICG,220802,.052,.054,.05,.052,1270900
ICI,220802,.105,.105,.1,.1,2092535
ICN,220802,.015,.015,.015,.015,422000
ICOR,220802,92.75,93.18,92.75,93.15,1946
ICR,220802,.04,.04,.04,.04,108725
ICT,220802,.14,.145,.137,.14,783185
ID8,220802,.057,.06,.056,.057,337862
IDA,220802,.055,.074,.055,.067,14290351
IDT,220802,.15,.15,.145,.145,222557
IDX,220802,3.25,3.33,3.22,3.32,854806
IEAT,220802,11.75,11.75,11.74,11.74,178
IEL,220802,27.69,28.41,27.56,28.29,357797
IEM,220802,56.34,56.34,55.635,56.34,10426
IESG,220802,24.84,24.86,24.81,24.83,13699
IEU,220802,63.71,63.93,63.32,63.9,12017
IEUSOB,220802,30.31,30.31,30.31,30.31,258
IFL,220802,3.16,3.16,3.095,3.14,1445471
IFLKCA,220802,.845,.845,.845,.845,7500
IFM,220802,1.565,1.605,1.565,1.59,194108
IFRA,220802,22.56,22.56,22.34,22.44,54713
IFT,220802,8.03,8.03,7.93,7.95,62274
IG6,220802,.275,.275,.27,.27,96963
IGB,220802,100.55,101.05,100.55,100.91,14144
IGL,220802,2.1,2.12,2.09,2.1,38678
IGN,220802,.098,.11,.098,.11,6446
IGO,220802,10.8,10.94,10.67,10.81,5177056
IGOKCB,220802,3.51,3.57,3.51,3.57,4000
IGOKOA,220802,5.18,5.18,5.18,5.18,75
IHCB,220802,97.38,97.74,97.38,97.47,4198
IHD,220802,13.05,13.12,13,13.12,17033
IHEB,220802,77.26,77.26,76.84,77,473
IHHY,220802,92.62,93,92.33,92.91,1342
IHL,220802,.195,.2,.195,.2,2748666
IHOO,220802,130.03,130.05,129.35,129.6,3004
IHR,220802,.069,.069,.069,.069,29256
IHVV,220802,393.25,393.25,391.81,392.06,654
IHWL,220802,39.17,39.17,38.92,39.07,12453
IIGF,220802,3.06,3.06,2.93,2.95,28516
IIND,220802,9.98,10,9.86,10,18275
IIQ,220802,.69,.7,.67,.67,82296
IJH,220802,357.27,358.64,356.48,358.64,230
IJP,220802,80.95,81.17,80.32,81.15,1959
IJR,220802,144.64,145.87,144.5,145.73,2682
IKE,220802,.75,.75,.7,.72,28576
IKO,220802,86.7,86.71,85.89,86.56,537
IKW,220802,1.28,1.3,1.28,1.3,3441
ILA,220802,.18,.18,.18,.18,1000
ILB,220802,122.62,123.12,122.3,123.03,3362
ILC,220802,26.78,26.95,26.76,26.9,9796
ILU,220802,9.13,9.68,9.13,9.58,3207040
IMA,220802,.145,.15,.145,.145,165869
IMB,220802,.092,.092,.092,.092,11
IMD,220802,1.775,1.79,1.75,1.775,1406908
IMI,220802,.14,.14,.13,.13,79957
IMM,220802,.325,.33,.32,.325,1095280
IMPQ,220802,4.95,4.95,4.89,4.92,3417
IMR,220802,.33,.33,.3,.305,100304
IMU,220802,.225,.23,.215,.23,15362180
IMUOC,220802,.17,.17,.17,.17,43041
INA,220802,4.78,4.78,4.66,4.75,1076800
INCM,220802,14.87,14.89,14.79,14.85,10365
IND,220802,.34,.35,.34,.35,16338
INES,220802,3.24,3.24,3.12,3.13,22198
INF,220802,.145,.145,.135,.135,638819
ING,220802,2.93,2.93,2.805,2.91,1890166
INIF,220802,2.78,2.78,2.77,2.78,16952
INP,220802,.015,.016,.015,.016,224303
INR,220802,.565,.565,.53,.53,8440726
IOD,220802,.265,.265,.265,.265,358
IOO,220802,97.68,98.22,97.2,98.22,30162
IOU,220802,.088,.105,.088,.1,12083016
IOZ,220802,28.11,28.24,28.01,28.2,267198
IOZSOA,220802,17.76,17.76,17.76,17.76,440
IOZSOC,220802,16,16,15.96,15.96,9360
IPAY,220802,9.15,9.15,9.15,9.15,1
IPD,220802,.07,.072,.069,.069,1318196
IPG,220802,1.995,2,1.94,1.945,2022
IPH,220802,8.86,8.86,8.53,8.75,410367
IPL,220802,3.63,3.64,3.59,3.63,4661383
IPT,220802,.008,.008,.007,.007,2151415
IPX,220802,.72,.72,.68,.68,65468
IR1,220802,.4,.405,.395,.4,213592
IRD,220802,.145,.15,.145,.15,2750
IRE,220802,11.55,11.7,11.44,11.69,595062
IRI,220802,.49,.51,.485,.51,55741
IRX,220802,.071,.071,.071,.071,83737
ISEC,220802,100.58,100.58,100.54,100.58,1528
ISO,220802,4.5,4.5,4.43,4.48,33343
ITM,220802,.36,.36,.34,.34,161721
IVC,220802,11.21,11.3,10.9,11.25,175071
IVE,220802,93.59,93.76,93.08,93.76,716
IVO,220802,.013,.013,.013,.013,100000
IVR,220802,.049,.049,.047,.047,1601875
IVV,220802,586.17,590,584.36,589.7,9386
IVVSOE,220802,374.52,374.52,374.52,374.52,20
IVX,220802,.01,.01,.01,.01,2850000
IVZ,220802,.21,.22,.205,.215,1853572
IWLD,220802,39.54,39.77,39.4,39.77,10846
IXC,220802,.53,.54,.525,.54,8000
IXI,220802,85.83,86.69,85.68,86.47,2001
IXJ,220802,118.43,118.93,117.57,118.65,9292
IXR,220802,.044,.046,.044,.045,9878556
IXU,220802,.05,.05,.047,.05,1932810
IYLD,220802,98.23,98.26,98.23,98.26,774
IZZ,220802,43.71,43.71,41.69,42.32,87412
IZZJOC,220802,20.1,20.1,20.1,20.1,85
JAL,220802,.078,.079,.078,.079,308787
JAN,220802,.45,.45,.44,.445,428452
JAT,220802,.017,.017,.017,.017,6234181
JAV,220802,.001,.001,.001,.001,3000000
JAY,220802,.17,.18,.17,.18,32007
JBH,220802,42.62,43.64,42.38,43.61,448533
JCS,220802,.063,.063,.06,.06,34450
JDO,220802,1.3,1.3,1.255,1.26,439459
JHG,220802,37.4,37.77,37.01,37.61,217372
JHGKCD,220802,9.89,9.89,9.89,9.89,1500
JHX,220802,36.2,36.2,35.08,35.56,873329
JIN,220802,14.6,14.6,14.21,14.47,146494
JLG,220802,7.54,7.6,7.4,7.44,621074
JMS,220802,.195,.195,.192,.195,149026
JNO,220802,.127,.13,.12,.12,19620
JPR,220802,.027,.027,.027,.027,147419
JRL,220802,2.58,2.58,2.45,2.52,12231
JRV,220802,.385,.405,.38,.39,4160491
JTL,220802,.006,.006,.006,.006,179447
JXT,220802,.026,.028,.026,.028,287144
JYC,220802,2.73,2.73,2.7,2.7,9500
KAI,220802,.028,.028,.027,.027,2162875
KAL,220802,.13,.13,.13,.13,35102
KAR,220802,1.72,1.765,1.715,1.765,3188483
KARKCC,220802,1.07,1.07,1.07,1.07,20000
KARKCG,220802,.925,.935,.925,.93,184158
